#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:34:20Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:34:30Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:34:40Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:34:50Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:35:00Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:35:10Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:35:20Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:35:30Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:35:40Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:35:50Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:36:00Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:36:10Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:36:20Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:36:30Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:36:40Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:36:50Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:37:00Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:37:10Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:37:20Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:37:30Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:37:40Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:37:50Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:38:00Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:38:10Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:38:20Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:38:30Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:38:40Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:05:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:05:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:05:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:05:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:06:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:06:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:06:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:06:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:06:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:06:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:07:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:07:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:07:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:07:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:07:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:07:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:08:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:08:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:08:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:08:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:08:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:08:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:09:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:09:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:09:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:09:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:09:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:09:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:10:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:10:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:10:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:10:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:10:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:10:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:11:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:11:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:11:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:11:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:11:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:11:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:12:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:12:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:12:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:12:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:12:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:12:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:13:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:13:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:13:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:13:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:13:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:13:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:14:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:14:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:14:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:14:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:14:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:14:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:15:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:15:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:15:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:15:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:15:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:15:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:16:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:16:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:16:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:16:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:16:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:16:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:17:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:17:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:17:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:17:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:17:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:17:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:18:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:18:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:18:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:18:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:18:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:18:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:19:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:19:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:19:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:19:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:19:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:19:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:20:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:20:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:20:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:20:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:20:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:20:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:21:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:21:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:21:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:21:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:21:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:21:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:22:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:22:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:22:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:22:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:22:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:22:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:23:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:23:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:23:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:23:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:23:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:23:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:24:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:24:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:24:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:24:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:24:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:24:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:25:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:25:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:25:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:25:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:25:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:25:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:26:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:26:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:26:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:26:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:26:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:26:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:27:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:27:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:27:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:27:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:27:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:27:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:28:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:28:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:28:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:28:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:28:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:28:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-12T00:05:15Z,2024-06-12T00:38:54.620708142Z,2024-06-12T00:29:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
